"outcome","model","term","estimate","std.error","z","p.value","OR","OR_lo","OR_hi","p_fdr_BH","p_holm"
"q40_police","firth_penalized","gender_hierarchy_z",-0.0263296158845783,0.123848329229747,NA,0.838525869933842,0.97401398620961,0.755113314763383,1.25488151404661,0.962498672349914,1
"q40_police","firth_penalized","stedu",0.752407534832672,0.254235546845145,NA,0.00400141517175889,2.12210290812317,1.26765541652885,3.6220154780438,0.0613423482020032,0.132046700668043
"q40_police","firth_penalized","support_awareness_z",-0.0508575252195832,0.164178382303561,NA,0.768886663578228,0.950414070922687,0.672794857551234,1.32942977978575,0.962498672349914,1
"q40_police","firth_penalized","seoul_policy_awareness_z",0.407333043030136,0.14197916703925,NA,0.00541256013547087,1.50280452089876,1.12661191063138,2.0198305061419,0.0613423482020032,0.173201924335068
"q40_police","firth_penalized","dig",0.0531793199872499,0.0862780269391614,NA,0.556616018526682,1.05461874238383,0.881068502835911,1.25503436907044,0.962498672349914,1
"q40_police","firth_penalized","offcnt",-0.0854023617944833,0.0631082109378849,NA,0.191321135489859,0.918142784491759,0.805843203287987,1.04334036902647,0.65049186066552,1
"q40_police","firth_penalized","freq_ord_z",0.0364715089694558,0.115949544038819,NA,0.764318767835793,1.03714475427393,0.812375758506726,1.30979936978615,0.962498672349914,1
"q40_police","firth_penalized","threat",0.0639906469633122,0.294873400285655,NA,0.835750657788281,1.06608242760682,0.577569732559562,1.94005958852359,0.962498672349914,1
"q40_police","firth_penalized","intimate",-0.0880848101438646,0.374210192848111,NA,0.822895788997152,0.915683214204956,0.435299194902175,2.04485580138095,0.962498672349914,1
"q40_police","firth_penalized","known_nonint",-0.0939427489966262,0.413765185721045,NA,0.828906997645142,0.910334878334094,0.393911718172217,2.18262154113791,0.962498672349914,1
"q40_police","firth_penalized","gendered_case",0.186601704216429,0.254355991001695,NA,0.484159354785661,1.20514718440311,0.712591126922302,2.02884169264784,0.962498672349914,1
